set_id,set_name,release_year,theme_id,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_month,retire_price,pop_price,Unnamed: 12,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
60139-1,Mobile Command Center,2017,61,374,4,39.99,1,4.5,Nov-21,47.765,41.96,,Mobile Command Center,2017,City,Modern day,Police,Normal,Box,6,Retail,374.0,4.0,4842.0,4.0,49.99,7.0,34.99
60140-1,Bulldozer Break-In,2017,61,561,5,64.99,2,4.6,Dec-18,63.48,66.125,,Bulldozer Break-In,2017,City,Modern day,Police,Normal,Box,10,Retail,561.0,5.0,2760.0,3.9,69.99,2.0,89.2587
60141-1,Police Station,2017,61,894,7,84.99,4,4.7,Jan-20,95.59,148.99,,Police Station,2017,City,Modern day,Police,Normal,Box,12,Retail,894.0,7.0,4407.0,4.1,99.99,4.0,94.99
60142-1,Money Transporter,2017,61,138,2,12.99,2,4.7,Jan-18,20.085,28.825,,Money Transporter,2017,City,Modern day,Police,Normal,Box,2,Retail - limited,138.0,2.0,2145.0,3.8,19.99,2.0,34.83
60148-1,ATV Race Team,2017,63,239,2,17.99,2,4.6,Dec-19,20.05,26.715,,ATV Race Team,2017,City,Modern day,Racing,Normal,Box,4,Retail,239.0,2.0,6631.0,3.8,19.99,17.0,27.0
60150-1,Pizza Van,2017,63,249,2,14.99,2,4.5,Dec-19,18.875,23.51,,Pizza Van,2017,City,Modern day,Traffic,Normal,Box,4,Retail,249.0,2.0,17631.0,4.2,19.99,44.0,26.99
60151-1,Dragster Transporter,2017,52,333,2,24.99,2,4.6,Nov-17,24.74,35.7,,Dragster Transporter,2017,City,Modern day,Racing,Normal,Box,6,Retail,333.0,2.0,2658.0,3.8,29.99,3.0,54.99
60152-1,Sweeper & Excavator,2017,56,299,2,24.99,1,4.6,Nov-17,24.725,47.27,,Sweeper & Excavator,2017,City,Modern day,Construction,Normal,Box,6,Retail,299.0,2.0,3865.0,3.9,29.99,4.0,75.0
60153-1,People Pack - Fun At The Beach,2017,52,169,15,34.99,15,4.4,Dec-18,35.59,33.55,,People Pack - Fun at the Beach,2017,City,Modern day,Beach,Normal,Box,4,Retail,169.0,15.0,7217.0,4.1,39.99,16.0,48.45
60154-1,Bus Station,2017,63,337,6,39.99,6,4.7,Jan-19,47.935,48.06,,Bus Station,2017,City,Modern day,Town,Normal,Box,4,Retail,337.0,6.0,7460.0,4.1,49.99,6.0,75.0
60158-1,Jungle Cargo Helicopter,2017,614,201,2,15.99,1,4.7,Jan-19,18.8,19.92,,Jungle Cargo Helicopter ,2017,City,Modern day,Jungle,Normal,Box,4,Retail,201.0,2.0,4253.0,3.9,19.99,2.0,24.0
60159-1,Jungle Halftrack Mission,2017,614,378,2,24.99,2,4.5,Dec-18,28.325,32.76,,Jungle Halftrack Mission,2017,City,Modern day,Jungle,Normal,Box,6,Retail,378.0,2.0,4852.0,3.9,39.99,7.0,44.99
60161-1,Jungle Exploration Site,2017,614,813,7,84.99,6,4.7,Dec-18,106.62,101.905,,Jungle Exploration Site,2017,City,Modern day,Jungle,Normal,Box,8,Retail,813.0,7.0,3312.0,4.1,119.99,3.0,130.3286
60162-1,Jungle Air Drop Helicopter,2017,614,1250,7,109.99,4,4.8,Aug-18,133.82,127.495,,Jungle Air Drop Helicopter,2017,City,Modern day,Jungle,Normal,Box,10,Retail - limited,1250.0,7.0,1397.0,4.2,149.99,1.0,199.99
60164-1,Sea Rescue Plane,2017,55,141,2,15.99,2,4.7,Dec-18,18.71,18.04,,Sea Rescue Plane,2017,City,Modern day,Coast Guard,Normal,Box,2,Retail,141.0,2.0,3581.0,3.5,19.99,1.0,28.8
60166-1,Heavy-Duty Rescue Helicopter,2017,55,415,4,39.99,4,4.6,Dec-18,51.08,51.715,,Heavy-Duty Rescue Helicopter,2017,City,Modern day,Coast Guard,Normal,Box,6,Retail,415.0,4.0,2317.0,4.1,59.99,2.0,75.0
60167-1,Coast Guard Head Quarters,2017,55,795,7,84.99,7,4.5,Dec-18,98.7,136.64,,Coast Guard Headquarters,2017,City,Modern day,Coast Guard,Normal,Box,10,Retail,792.0,7.0,1869.0,4.1,119.99,3.0,158.95
60168-1,Sailboat Rescue,2017,55,196,2,19.99,2,4.6,Nov-17,29.15,31.085,,Sailboat Rescue,2017,City,Modern day,Coast Guard,Normal,Box,4,Retail - limited,195.0,2.0,1370.0,3.8,29.99,2.0,40.0
60169-1,Cargo Terminal,2017,54,740,4,64.99,4,4.5,Jan-19,61.67,71.675,,Cargo Terminal,2017,City,Modern day,Cargo,Normal,Box,10,Retail,740.0,4.0,3355.0,4.1,79.99,3.0,88.55
70348-1,Lance's Twin Jouster,2017,605,216,3,14.99,1,4.6,Dec-17,17.715,20.09,,Lance's Twin Jouster,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail,216.0,3.0,2107.0,3.7,19.99,0.0,
70349-1,Ruina's Lock & Roller,2017,605,208,3,14.99,2,4.7,Jan-18,20.52,21.425,,Ruina's Lock & Roller,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail,208.0,3.0,2197.0,3.8,19.99,2.0,25.0
70350-1,The Three Brothers,2017,605,266,3,24.99,2,4.7,Mar-18,27.365,25.11,,The Three Brothers,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail,266.0,3.0,1576.0,3.9,29.99,1.0,18.0
70352-1,Jestro's Headquarters,2017,605,840,7,84.99,2,4.6,Dec-17,81.59,82.425,,Jestro's Headquarters,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail,840.0,7.0,1123.0,4.2,89.99,6.0,135.0
70353-1,The Heligoyle,2017,605,318,3,29.99,1,4.8,Dec-17,33.08,35.215,,The Heligoyle,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,2,Retail,318.0,3.0,959.0,4.0,29.99,0.0,
70354-1,Axl's Rumble Maker,2017,605,393,4,29.99,2,4.7,Dec-17,31.575,37.72,,Axl's Rumble Maker,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,4,Retail,393.0,4.0,848.0,3.8,39.99,1.0,74.25
70355-1,Aaron's Rock Climber,2017,605,598,5,49.99,3,4.7,Apr-18,60.7,64.35,,Aaron's Rock Climber,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,4,Retail,598.0,5.0,942.0,3.9,59.99,4.0,120.0
70356-1,The Stone Colossus of Ultimate Destruction,2017,605,786,3,59.99,3,4.8,Dec-17,57.645,96.2,,The Stone Colossus of Ultimate Destruction,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,2,Retail,785.0,5.0,886.0,4.0,69.99,0.0,
70357-1,Knighton Castle,2017,605,1426,11,109.99,9,4.7,Aug-18,119.29,105.305,,Knighton Castle,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,2,Retail,1426.0,11.0,986.0,4.4,129.99,3.0,225.0
70358-1,Aaron's Stone Destroyer,2017,605,251,2,19.99,1,4.6,Nov-17,24.68,28.125,,Aaron's Stone Destroyer,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail - limited,251.0,2.0,641.0,3.6,24.99,0.0,
70359-1,Lance vs. Lightning,2017,605,257,2,19.99,0,4.6,Dec-17,24.435,28.87,,Lance vs. Lightning,2017,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2,Retail - limited,257.0,2.0,867.0,3.6,24.99,1.0,50.0
70361-1,Macy's Bot Drop Dragon,2017,605,153,3,12.99,1,4.7,Dec-17,14.955,15.35,,Macy's Bot Drop Dragon,2017,Nexo Knights,Action/Adventure,Season 4,Normal,Box,2,Retail - limited,153.0,3.0,1112.0,3.6,14.99,0.0,
70607-1,NINJAGO City Chase,2017,616,233,5,14.99,3,4.4,Aug-18,21.515,22.465,,NINJAGO City Chase,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,233.0,5.0,7325.0,4.0,19.99,2.0,25.0
70608-1,Master Falls,2017,616,312,4,24.99,0,4.8,Nov-18,27.545,34.235,,Master Falls,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,312.0,4.0,4977.0,4.0,29.99,1.0,60.0
70610-1,Flying Jelly Sub,2017,616,341,4,24.99,3,4.7,Jan-19,25.68,26.92,,Flying Jelly Sub,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,4,Retail - limited,341.0,4.0,2967.0,4.0,29.99,2.0,35.0
70611-1,Water Strider,2017,616,494,4,39.99,1,4.8,Dec-18,36.245,35.14,,Water Strider,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,494.0,4.0,4235.0,4.1,29.99,4.0,68.0
70613-1,Garma Mecha Man,2017,616,747,4,59.99,1,4.9,Feb-19,55.845,60.395,,Garma Mecha Man,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail - limited,747.0,4.0,2458.0,4.0,59.99,6.0,130.0
70614-1,Lightning Jet,2017,616,876,3,59.99,4,4.8,Nov-18,69.695,63.095,,Lightning Jet,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,876.0,6.0,3267.0,4.1,59.99,0.0,
70615-1,Fire Mech,2017,616,944,6,59.99,5,4.8,Dec-18,62.595,67.835,,Fire Mech,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,944.0,6.0,4580.0,4.0,69.99,9.0,115.0
70616-1,Ice Tank,2017,616,914,5,79.99,3,4.9,Mar-19,84.105,128.89,,Ice Tank,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail - limited,914.0,5.0,1707.0,4.0,79.99,3.0,229.99
70618-1,Destiny's Bounty,2017,616,2296,7,109.99,1,4.9,Sep-19,162.515,206.56,,Destiny's Bounty,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,2295.0,7.0,10386.0,4.6,159.99,22.0,265.0
70620-1,NINJAGO City,2017,616,4873,19,259.99,16,5.0,Nov-19,256.805,492.33,,NINJAGO City,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,13,LEGO exclusive,4867.0,19.0,10105.0,4.7,299.99,14.0,825.0
70622-1,Desert Lightning,2017,435,201,3,14.99,2,4.7,Nov-17,17.095,29.735,,Desert Lightning,2017,Ninjago,Action/Adventure,The Hands of Time,Normal,Box,4,Retail,201.0,3.0,2340.0,3.7,19.99,1.0,50.0
70623-1,Destiny's Shadow,2017,435,361,3,24.99,2,4.7,Nov-17,36.7,35.175,,Destiny's Shadow,2017,Ninjago,Action/Adventure,The Hands of Time,Normal,Box,4,Retail,360.0,3.0,1871.0,4.0,29.99,1.0,85.0
70624-1,Vermillion Invader,2017,435,313,3,24.99,0,4.7,Nov-17,29.06,27.57,,Vermillion Invader,2017,Ninjago,Action/Adventure,The Hands of Time,Normal,Box,4,Retail,313.0,3.0,1576.0,3.7,29.99,2.0,50.0
70626-1,Dawn of Iron Doom,2017,435,704,6,59.99,5,4.8,Nov-17,53.69,68.115,,Dawn of Iron Doom,2017,Ninjago,Action/Adventure,The Hands of Time,Normal,Box,2,Retail,704.0,6.0,2051.0,3.9,59.99,1.0,309.0805
70629-1,Piranha Attack,2017,616,217,4,14.99,1,4.8,Dec-18,18.925,21.04,,Piranha Attack,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,217.0,4.0,4071.0,3.9,19.99,2.0,24.99
70632-1,Quake Mech,2017,616,1202,5,79.99,3,4.9,Feb-19,74.305,97.895,,Quake Mech,2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail,1202.0,5.0,2706.0,4.4,89.99,6.0,147.8185
70656-1,"garmadon, Garmadon, GARMADON!",2017,616,830,6,79.99,3,4.8,Jan-19,79.815,96.45,,"garmadon, Garmadon, GARMADON!",2017,The LEGO Ninjago Movie,Licensed,,Normal,Box,2,Retail - limited,830.0,6.0,2353.0,4.3,79.99,2.0,199.99
70900-1,The Joker Balloon Escape,2017,708,124,2,11.99,1,4.3,Jan-19,13.54,12.46,,The Joker Balloon Escape,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,124.0,2.0,11821.0,3.8,14.99,32.0,23.99
70901-1,Mr. Freeze Ice Attack,2017,708,201,3,19.99,2,4.8,Jan-19,17.985,19.275,,Mr. Freeze Ice Attack,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,201.0,3.0,8944.0,3.9,19.99,18.0,30.0
70902-1,Catwoman Catcycle Chase,2017,708,139,3,19.99,0,4.2,Mar-18,22.185,18.59,,Catwoman Catcycle Chase,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,139.0,3.0,10018.0,3.7,19.99,16.0,18.0
70903-1,The Riddler Riddle Racer,2017,708,254,5,29.99,4,4.2,Aug-18,26.725,28.32,,The Riddler Riddle Racer,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,254.0,5.0,8275.0,4.0,29.99,15.0,34.95
70904-1,Clayface Splat Attack,2017,708,448,2,29.99,1,4.2,Mar-18,30.925,30.235,,Clayface Splat Attack,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,448.0,2.0,7255.0,4.0,34.99,18.0,39.85
70905-1,The Batmobile,2017,708,581,5,54.99,1,4.6,Dec-18,51.82,58.025,,The Batmobile,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail,581.0,5.0,7038.0,4.1,59.99,13.0,73.8855
70906-1,The Joker Notorious Lowrider,2017,708,433,3,54.99,1,4.5,Aug-18,54.74,50.085,,The Joker Notorious Lowrider,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail,433.0,3.0,9370.0,4.2,49.99,11.0,79.99
70907-1,Killer Croc Tail-Gator,2017,708,460,4,64.99,3,4.4,Mar-18,73.715,65.31,,Killer Croc Tail-Gator,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail,460.0,4.0,4746.0,3.9,69.99,14.0,88.0
70908-1,The Scuttler,2017,708,775,6,84.99,5,4.2,Mar-18,78.585,73.405,, The Scuttler,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,775.0,6.0,5716.0,4.1,79.99,16.0,89.1
70910-1,Scarecrow Special Delivery,2017,708,203,3,19.99,2,4.5,Aug-18,20.96,18.455,,Scarecrow Special Delivery,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail - limited,204.0,3.0,5367.0,3.7,19.99,13.0,30.3905
70911-1,The Penguin Arctic Roller,2017,708,305,2,29.99,1,4.8,Nov-18,28.1,30.29,,The Penguin Arctic Roller,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail - limited,305.0,2.0,8697.0,4.3,29.99,12.0,52.0
70914-1,Bane Toxic Truck Attack,2017,708,366,3,49.99,2,4.7,Aug-18,48.02,49.9,,Bane Toxic Truck Attack,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail,366.0,3.0,4202.0,3.8,49.99,5.0,95.0707
70915-1,Two-Face Double Demolition,2017,708,564,4,49.99,3,4.5,Mar-18,50.985,47.18,,Two-Face Double Demolition,2017,The LEGO Batman Movie,Licensed,,Normal,Box,4,Retail,564.0,4.0,3635.0,4.0,59.99,11.0,80.0
70916-1,The Batwing,2017,708,1053,3,99.99,1,4.4,Aug-18,89.095,94.525,,The Batwing,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,Retail,1053.0,3.0,3941.0,4.4,89.99,9.0,129.0
70922-1,The Joker Manor,2017,708,3445,10,249.99,7,4.9,Dec-18,246.88,299.02,,The Joker Manor,2017,The LEGO Batman Movie,Licensed,,Normal,Box,2,LEGO exclusive,3444.0,10.0,3512.0,4.3,269.99,9.0,595.0
71042-1,Silent Mary,2017,263,2294,8,179.99,8,4.8,Dec-18,218.56,192.465,,Silent Mary,2017,Pirates of the Caribbean,Licensed,Dead Men Tell No Tales,Normal,Box,2,LEGO exclusive,2294.0,8.0,5042.0,4.4,199.99,10.0,400.0
71264-1,The LEGO Batman Movie: Play The Complete Movie Story Pack,2017,604,156,2,39.99,2,4.4,Sep-17,37.765,43.66,,The LEGO Batman Movie: Play the Complete Movie,2017,Dimensions,Miscellaneous,Story Pack,Normal,Box,5,Retail,156.0,2.0,4947.0,3.7,44.99,5.0,35.0
71267-1,Goonies Level Pack,2017,604,118,1,29.99,1,4.5,Oct-17,28.07,27.035,,The Goonies Level Pack,2017,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,118.0,1.0,5040.0,3.9,29.99,37.0,17.99
71287-1,Teen Titans Go! Fun Pack,2017,604,56,1,14.99,1,4.7,Jul-18,13.3,11.785,,Starfire Fun Pack,2017,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,56.0,1.0,3227.0,3.4,14.99,33.0,14.99
71343-1,The Powerpuff Girls Fun Pack,2017,604,56,1,14.99,0,4.5,Jul-18,15.07,13.495,,Buttercup Fun Pack,2017,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,56.0,1.0,3689.0,3.5,14.99,17.0,8.0
71346-1,The Powerpuff Girls Team Pack,2017,604,93,2,29.99,1,4.3,Jan-18,25.045,27.23,,The Powerpuff Girls Team Pack,2017,Dimensions,Miscellaneous,Team Pack,Normal,Box,8,Retail,93.0,2.0,3712.0,3.7,24.99,19.0,14.0
71349-1,Beetlejuice Fun Pack,2017,604,56,1,14.99,1,4.9,Jan-18,14.385,12.3,,Beetlejuice Fun Pack,2017,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,56.0,1.0,4769.0,4.0,14.99,29.0,35.0
75144-1,Snowspeeder,2017,171,1703,2,169.99,2,4.7,Jan-19,160.93,189.445,,Snowspeeder,2017,Star Wars,Licensed,Ultimate Collector Series,Normal,Box,8,LEGO exclusive,1703.0,2.0,10165.0,4.2,199.99,8.0,495.0
75164-1,Rebel Trooper Battle Pack,2017,158,119,4,11.99,4,4.7,Dec-17,12.7,14.78,,Rebel Trooper Battle Pack,2017,Star Wars,Licensed,Rogue One,Normal,Box,2,Retail,120.0,4.0,9968.0,4.0,14.99,13.0,37.8
75165-1,Imperial Trooper Battle Pack,2017,158,111,4,11.99,0,4.7,Dec-17,12.7,20.89,,Imperial Trooper Battle Pack,2017,Star Wars,Licensed,Rogue One,Normal,Box,2,Retail,112.0,4.0,11596.0,4.1,14.99,12.0,60.0
75166-1,First Order Transport Speeder Battle Pack,2017,158,117,4,11.99,1,4.8,Apr-18,14.145,14.395,,First Order Transport Speeder Battle Pack,2017,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,117.0,4.0,11831.0,3.9,14.99,59.0,25.0
75168-1,Yoda's Jedi Starfighter,2017,158,262,2,19.99,0,4.7,Apr-18,22.14,21.095,,Yoda's Jedi Starfighter,2017,Star Wars,Licensed,The Clone Wars,Normal,Box,2,Retail,262.0,2.0,15540.0,3.9,24.99,22.0,50.0
75169-1,Duel on Naboo,2017,158,208,3,19.99,2,4.7,Apr-18,21.61,21.73,,Duel on Naboo,2017,Star Wars,Licensed,Episode I,Normal,Box,2,Retail,208.0,3.0,13831.0,3.8,24.99,23.0,129.99
75170-1,The Phantom,2017,158,269,3,39.99,2,4.8,Dec-17,34.215,34.925,,The Phantom,2017,Star Wars,Licensed,Rebels,Normal,Box,2,Retail,269.0,3.0,8355.0,4.0,29.99,22.0,329.99
75171-1,Battle on Scarif,2017,158,419,4,54.99,3,4.8,Nov-17,50.825,50.62,,Battle on Scarif,2017,Star Wars,Licensed,Rogue One,Normal,Box,2,Retail,419.0,4.0,7439.0,3.9,49.99,14.0,175.0
75172-1,Y-Wing Starfighter,2017,158,691,5,64.99,3,4.8,Apr-18,61.81,63.38,,Y-wing Starfighter,2017,Star Wars,Licensed,Rogue One,Normal,Box,2,Retail,691.0,5.0,14272.0,4.4,59.99,33.0,133.0412
75173-1,Luke's Landspeeder,2017,158,149,4,19.99,0,4.6,Apr-18,21.365,21.29,,Luke's Landspeeder,2017,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail - limited,149.0,4.0,12230.0,3.9,19.99,22.0,27.5
75174-1,Desert Skiff Escape,2017,158,284,4,29.99,2,4.7,Apr-18,29.91,31.89,,Desert Skiff Escape,2017,Star Wars,Licensed,Episode VI,Normal,Box,2,Retail - limited,277.0,4.0,7372.0,3.9,29.99,9.0,100.0
75177-1,First Order Heavy Scout Walker,2017,158,554,4,49.99,2,4.3,Apr-19,50.95,46.66,,First Order Heavy Scout Walker,2017,Star Wars,Licensed,The Last Jedi,Normal,Box,2,Retail,554.0,4.0,6234.0,3.3,49.99,7.0,47.9837
75178-1,Jakku Quadjumper,2017,158,457,5,54.99,1,4.8,Jan-19,48.81,52.47,,Jakku Quadjumper,2017,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,457.0,5.0,6272.0,3.8,49.99,11.0,70.0
75179-1,Kylo Ren's TIE Fighter,2017,158,630,5,74.99,2,4.8,Apr-18,73.685,72.22,,Kylo Ren's TIE Fighter,2017,Star Wars,Licensed,The Last Jedi,Normal,Box,2,Retail,630.0,4.0,11315.0,4.2,79.99,23.0,190.0
75180-1,Rathtar Escape,2017,158,836,5,84.99,1,4.5,Apr-19,78.13,76.395,,Rathtar Escape,2017,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,836.0,5.0,4738.0,3.8,79.99,10.0,63.96
75182-1,Republic Fighter Tank,2017,158,305,4,19.99,2,4.7,Dec-18,22.51,28.13,,Republic Fighter Tank,2017,Star Wars,Licensed,The Clone Wars,Normal,Box,4,Retail,305.0,4.0,12227.0,4.1,24.99,21.0,120.0
75183-1,Darth Vader Transformation,2017,158,290,6,19.99,4,4.7,Apr-18,20.675,27.04,,Darth Vader Transformation ,2017,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,282.0,6.0,18129.0,4.1,24.99,48.0,64.95
75185-1,Tracker I,2017,158,557,4,64.99,2,4.5,Dec-18,61.965,61.16,,Tracker I,2017,Star Wars,Licensed,Original Content,Normal,Box,2,Retail,557.0,4.0,3591.0,3.9,69.99,5.0,100.0
75187-1,BB-8,2017,158,1106,1,84.99,0,4.8,Jan-20,90.31,111.62,,BB-8,2017,Star Wars,Licensed,The Last Jedi,Normal,Box,2,Retail,1106.0,1.0,15832.0,4.3,99.99,35.0,155.0
75190-1,First Order Star Destroyer,2017,158,1416,8,129.99,4,4.8,Oct-19,130.725,207.07,,First Order Star Destroyer,2017,Star Wars,Licensed,The Last Jedi,Normal,Box,2,Retail,1416.0,7.0,7430.0,4.2,159.99,11.0,220.0
75523-1,Scarif Stormtrooper,2017,158,89,0,19.99,0,4.4,Mar-18,32.245,22.175,,Scarif Stormtrooper,2017,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,89.0,,3924.0,3.9,24.99,7.0,37.0
75525-1,Baze Malbus,2017,158,148,0,19.99,0,4.3,Apr-18,21.29,21.075,,Baze Malbus,2017,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,148.0,,3502.0,3.6,24.99,4.0,10.0
75526-1,Elite TIE Fighter Pilot,2017,158,94,0,19.99,0,4.8,Apr-19,18.58,20.825,,Elite TIE Fighter Pilot,2017,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,94.0,,2998.0,3.7,19.99,5.0,27.0
75529-1,Elite Praetorian Guard,2017,158,92,0,19.99,0,4.8,Aug-18,30.73,20.69,,Elite Praetorian Guard,2017,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,92.0,,3790.0,4.3,24.99,4.0,53.99
75530-1,Chewbacca,2017,158,179,0,24.99,0,4.6,Nov-18,27.32,35.695,,Chewbacca,2017,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,179.0,,3902.0,3.9,34.99,15.0,40.7277
10251-1,Brick Bank,2016,155,2384,6,119.99,6,5.0,Nov-18,155.285,202.15,,Brick Bank,2016,Creator Expert,Model making,Modular Buildings Collection,Normal,Box,2,LEGO exclusive,2380.0,5.0,20785.0,4.4,169.99,23.0,597.62
10252-1,Volkswagen Beetle,2016,673,1167,0,74.99,0,4.5,Dec-20,118.9,129.075,,Volkswagen Beetle,2016,Creator Expert,Model making,Vehicles,Normal,Box,2,LEGO exclusive,1167.0,,15815.0,4.3,99.99,15.0,157.0
10253-1,Big Ben,2016,673,4167,0,169.99,0,4.6,Nov-18,205.97,222.14,,Big Ben,2016,Creator Expert,Model making,Landmarks,Normal,Box,2,LEGO exclusive,4163.0,,6885.0,4.2,249.99,3.0,395.0
10254-1,Winter Holiday Train,2016,228,735,5,69.99,5,4.9,Dec-19,95.415,154.03,,Winter Holiday Train,2016,Creator Expert,Model making,Winter Village Collection,Normal,Box,4,LEGO exclusive,734.0,5.0,17138.0,4.1,99.99,28.0,225.0
10702-1,Creative Building Set,2016,621,583,0,19.99,0,4.6,Nov-17,26.115,43.265,,Creative Building Set,2016,Classic,Basic,Creative Building,Normal,Box,6,Retail,583.0,,1656.0,3.7,29.99,2.0,24.95
10721-1,Iron Man vs. Loki,2016,596,66,2,11.99,2,4.7,Nov-16,11.685,16.85,,Iron Man vs. Loki,2016,Juniors,Junior,Marvel Super Heroes,Normal,Box,2,Retail,66.0,2.0,2713.0,3.5,12.99,1.0,52.5
10723-1,Ariel's Dolphin Carriage,2016,593,70,1,12.99,1,4.5,Jul-17,12.99,21.85,,Ariel's Dolphin Carriage,2016,Juniors,Junior,Disney Princess,Normal,Box,2,Retail,70.0,1.0,1192.0,3.3,14.99,0.0,
10727-1,Emma's Ice Cream Truck,2016,595,136,2,17.99,2,4.6,Nov-17,18.19,43.145,,Emma's Ice Cream Truck,2016,Juniors,Junior,Friends,Normal,Box,2,Retail,136.0,2.0,899.0,3.5,19.99,0.0,
10728-1,Mia's Vet Clinic,2016,595,182,2,24.99,2,4.4,Dec-17,30.295,37.56,,Mia's Vet Clinic,2016,Juniors,Junior,Friends,Normal,Box,2,Retail,173.0,2.0,614.0,0.0,29.99,2.0,32.0
10804-1,Jungle,2016,632,86,0,39.99,0,4.3,Dec-17,51.745,63.56,,Jungle,2016,Duplo,Pre-school,,Normal,Box,2,Retail,86.0,2.0,390.0,0.0,49.99,0.0,
10817-1,Creative Chest,2016,505,73,0,19.99,0,4.5,Nov-17,28.735,33.15,,Creative Chest,2016,Duplo,Pre-school,,Normal,Box,0,Retail,70.0,,174.0,0.0,29.99,0.0,
21026-1,Venice,2016,253,212,0,24.99,0,4.9,Nov-17,31.41,35.6,,Venice,2016,Architecture,Model making,Skylines,Normal,Box,2,Retail - limited,212.0,,6150.0,3.8,29.99,4.0,248.99
21027-1,Berlin,2016,253,289,0,24.99,0,5.0,Nov-17,25.28,41.62,,Berlin,2016,Architecture,Model making,Skylines,Normal,Box,2,Retail - limited,289.0,,6195.0,3.9,29.99,2.0,250.0
21029-1,Buckingham Palace,2016,252,780,0,39.99,0,4.8,Nov-18,47.055,51.31,,Buckingham Palace,2016,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,780.0,,6662.0,4.0,49.99,21.0,98.0
21030-1,United States Capitol Building,2016,252,1032,0,84.99,0,4.8,Nov-19,89.325,117.24,,United States Capitol Building,2016,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,1032.0,,6449.0,4.3,99.99,16.0,169.99
21031-1,Burj Khalifa,2016,252,333,0,39.99,0,4.8,Dec-17,41.48,54.865,,Burj Khalifa,2016,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,333.0,,3510.0,3.9,39.99,8.0,90.0
21123-1,The Iron Golem,2016,577,208,2,19.99,0,4.8,Dec-18,19.475,22.3,,The Iron Golem,2016,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,208.0,3.0,4198.0,3.6,19.99,14.0,27.0
