set_id,set_name,release_year,theme_id,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_month,retire_price,pop_price,Unnamed: 12,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
75098-1,Assault on Hoth,2016,171,2144,15,219.99,11,4.8,Nov-17,239.1,240.56,,Assault on Hoth,2016,Star Wars,Licensed,Ultimate Collector Series,Normal,Box,8,LEGO exclusive,2144.0,15.0,4717.0,3.7,249.99,6.0,600.0
75114-1,First Order Stormtrooper,2016,158,81,0,14.99,0,4.8,Mar-18,18.135,22.94,,First Order Stormtrooper,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,81.0,,7356.0,3.9,19.99,13.0,28.3692
75116-1,Finn,2016,158,98,0,19.99,0,4.5,Mar-18,18.45,19.78,,Finn,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,98.0,,4496.0,3.5,24.99,3.0,14.0
75117-1,Kylo Ren,2016,158,86,0,19.99,0,4.6,Aug-18,20.855,31.15,,Kylo Ren,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,86.0,,7784.0,3.8,24.99,13.0,35.0
75118-1,Captain Phasma,2016,158,82,0,19.99,0,4.6,Nov-17,20.555,19.845,,Captain Phasma,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,82.0,,6660.0,3.9,24.99,8.0,39.99
75119-1,Sergeant Jyn Erso,2016,158,104,0,19.99,0,4.3,Apr-18,19.53,22.775,,Sergeant Jyn Erso,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,104.0,,4546.0,3.6,24.99,20.0,9.99
75120-1,K-2SO,2016,158,169,0,19.99,0,4.7,Feb-18,25.68,24.29,,K-2SO,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,169.0,,7944.0,4.2,24.99,41.0,35.0
75121-1,Imperial Death Trooper,2016,158,106,0,19.99,0,4.6,Feb-18,22.325,19.945,,Imperial Death Trooper,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,106.0,,5684.0,4.0,24.99,18.0,25.0
75132-1,First Order Battle Pack,2016,158,88,4,11.99,2,4.6,Nov-17,12.33,14.865,,First Order Battle Pack,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,88.0,4.0,15167.0,3.4,12.99,23.0,18.0
75133-1,Rebel Alliance Battle Pack,2016,158,101,4,11.99,4,4.7,Nov-16,11.625,17.02,,Rebel Alliance Battle Pack,2016,Star Wars,Licensed,Battlefront,Normal,Box,2,Retail,101.0,4.0,11363.0,3.9,12.99,11.0,42.0
75134-1,Galactic Empire Battle Pack,2016,158,109,4,11.99,3,4.8,Nov-16,12.61,17.345,,Galactic Empire Battle Pack,2016,Star Wars,Licensed,Battlefront,Normal,Box,2,Retail,109.0,4.0,10790.0,4.0,12.99,15.0,50.0
75135-1,Obi-Wan's Jedi Interceptor,2016,158,215,2,19.99,1,4.9,Dec-16,23.535,30.3,,Obi-Wan's Jedi Interceptor,2016,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,215.0,2.0,12361.0,4.0,24.99,7.0,125.0
75136-1,Droid Escape Pod,2016,158,197,4,19.99,0,4.7,Nov-16,24.405,24.08,,Droid Escape Pod,2016,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail,197.0,4.0,13136.0,3.9,24.99,34.0,32.05
75139-1,Battle on Takodana,2016,158,409,5,49.99,2,4.6,Dec-17,54.65,50.53,,Battle on Takodana,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,409.0,5.0,12282.0,3.6,59.99,21.0,35.0
75140-1,Resistance Troop Transporter,2016,158,646,4,59.99,4,4.7,Dec-16,70.355,63.255,,Resistance Troop Transporter,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,646.0,4.0,10167.0,4.0,69.99,11.0,68.0
75141-1,Kanan's Speeder Bike,2016,158,234,3,19.99,0,4.8,May-17,20.985,22.165,,Kanan's Speeder Bike,2016,Star Wars,Licensed,Rebels,Normal,Box,2,Retail,234.0,3.0,4865.0,3.7,19.99,11.0,70.0
75142-1,Homing Spider Droid,2016,158,310,4,34.99,1,4.8,Jun-17,34.445,45.055,,Homing Spider Droid,2016,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,310.0,5.0,3640.0,3.7,29.99,13.0,120.0
75145-1,Eclipse Fighter,2016,158,363,2,34.99,1,4.7,Nov-17,33.685,31.205,,Eclipse Fighter,2016,Star Wars,Licensed,Original Content,Normal,Box,2,Retail,363.0,2.0,6536.0,3.8,29.99,9.0,50.0
75146-1,Star Wars Advent Calendar 2016,2016,209,282,10,24.99,4,4.5,Nov-16,35.53,34.145,,Star Wars Advent Calendar,2016,Star Wars,Licensed,Seasonal,Normal,Box,1,Retail,282.0,11.0,10981.0,3.9,39.99,18.0,44.0
75147-1,StarScavenger,2016,158,558,4,49.99,3,4.7,Dec-17,52.32,47.695,,StarScavenger,2016,Star Wars,Licensed,Original Content,Normal,Box,2,Retail,558.0,4.0,5155.0,3.5,49.99,6.0,70.0
75148-1,Encounter on Jakku,2016,158,530,4,49.99,2,4.5,Mar-18,52.07,49.27,,Encounter on Jakku,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,530.0,4.0,8850.0,3.7,59.99,21.0,35.99
